"filename", "language", "Shell Script", "Markdown", "pip requirements", "JavaScript JSX", "Python", "JavaScript", "JSON", "PostCSS", "HTML", "comment", "blank", "total"
"c:\HRMS\hrms_project\employees\apps.py", "Python", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 12
"c:\HRMS\hrms_project\employees\assistant_views.py", "Python", 0, 0, 0, 0, 198, 0, 0, 0, 0, 27, 30, 255
"c:\HRMS\hrms_project\employees\dashboard_views.py", "Python", 0, 0, 0, 0, 100, 0, 0, 0, 0, 4, 17, 121
"c:\HRMS\hrms_project\employees\engines\__init__.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\HRMS\hrms_project\employees\engines\employee_engine.py", "Python", 0, 0, 0, 0, 174, 0, 0, 0, 0, 54, 33, 261
"c:\HRMS\hrms_project\employees\engines\scoring_engine.py", "Python", 0, 0, 0, 0, 175, 0, 0, 0, 0, 36, 29, 240
"c:\HRMS\hrms_project\employees\filters.py", "Python", 0, 0, 0, 0, 42, 0, 0, 0, 0, 8, 11, 61
"c:\HRMS\hrms_project\employees\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 148, 0, 0, 0, 0, 1, 7, 156
"c:\HRMS\hrms_project\employees\migrations\0002_employee_photo.py", "Python", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 6, 19
"c:\HRMS\hrms_project\employees\migrations\0003_alter_employee_contract_type_and_more.py", "Python", 0, 0, 0, 0, 43, 0, 0, 0, 0, 1, 6, 50
"c:\HRMS\hrms_project\employees\migrations\0004_contracttype_alter_employee_contract_type_and_more.py", "Python", 0, 0, 0, 0, 86, 0, 0, 0, 0, 2, 8, 96
"c:\HRMS\hrms_project\employees\migrations\0005_employee_distance_to_work_km_and_more.py", "Python", 0, 0, 0, 0, 53, 0, 0, 0, 0, 1, 6, 60
"c:\HRMS\hrms_project\employees\migrations\0006_employee_city_employee_work_end_time_and_more.py", "Python", 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 6, 29
"c:\HRMS\hrms_project\employees\migrations\0007_workexperience.py", "Python", 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 6, 37
"c:\HRMS\hrms_project\employees\migrations\0008_alter_employee_work_end_time_and_more.py", "Python", 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 6, 24
"c:\HRMS\hrms_project\employees\migrations\0009_employee_has_car_employee_housing_type.py", "Python", 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 6, 24
"c:\HRMS\hrms_project\employees\migrations\0010_employee_account_number_employee_bank_name_and_more.py", "Python", 0, 0, 0, 0, 137, 0, 0, 0, 0, 1, 6, 144
"c:\HRMS\hrms_project\employees\migrations\0011_add_hr_request.py", "Python", 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 6, 39
"c:\HRMS\hrms_project\employees\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\HRMS\hrms_project\employees\models.py", "Python", 0, 0, 0, 0, 785, 0, 0, 0, 0, 68, 76, 929
"c:\HRMS\hrms_project\employees\phonebook_views.py", "Python", 0, 0, 0, 0, 96, 0, 0, 0, 0, 5, 11, 112
"c:\HRMS\hrms_project\employees\report_views.py", "Python", 0, 0, 0, 0, 256, 0, 0, 0, 0, 6, 34, 296
"c:\HRMS\hrms_project\employees\requests_serializers.py", "Python", 0, 0, 0, 0, 40, 0, 0, 0, 0, 1, 7, 48
"c:\HRMS\hrms_project\employees\requests_views.py", "Python", 0, 0, 0, 0, 89, 0, 0, 0, 0, 7, 14, 110
"c:\HRMS\hrms_project\employees\scoring_views.py", "Python", 0, 0, 0, 0, 37, 0, 0, 0, 0, 3, 10, 50
"c:\HRMS\hrms_project\employees\serializers.py", "Python", 0, 0, 0, 0, 230, 0, 0, 0, 0, 27, 51, 308
"c:\HRMS\hrms_project\employees\signals.py", "Python", 0, 0, 0, 0, 40, 0, 0, 0, 0, 6, 6, 52
"c:\HRMS\hrms_project\employees\urls.py", "Python", 0, 0, 0, 0, 59, 0, 0, 0, 0, 7, 8, 74
"c:\HRMS\hrms_project\employees\views.py", "Python", 0, 0, 0, 0, 184, 0, 0, 0, 0, 31, 48, 263
"c:\HRMS\hrms_project\hrms_project\__init__.py", "Python", 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 2, 5
"c:\HRMS\hrms_project\hrms_project\asgi.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 4, 16
"c:\HRMS\hrms_project\hrms_project\celery.py", "Python", 0, 0, 0, 0, 33, 0, 0, 0, 0, 20, 12, 65
"c:\HRMS\hrms_project\hrms_project\settings\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\HRMS\hrms_project\hrms_project\settings\base.py", "Python", 0, 0, 0, 0, 184, 0, 0, 0, 0, 86, 55, 325
"c:\HRMS\hrms_project\hrms_project\settings\development.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 10, 1, 16
"c:\HRMS\hrms_project\hrms_project\settings\production.py", "Python", 0, 0, 0, 0, 139, 0, 0, 0, 0, 47, 29, 215
"c:\HRMS\hrms_project\hrms_project\urls.py", "Python", 0, 0, 0, 0, 32, 0, 0, 0, 0, 3, 3, 38
"c:\HRMS\hrms_project\hrms_project\wsgi.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 4, 16
"c:\HRMS\hrms_project\leaves\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\HRMS\hrms_project\leaves\apps.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\HRMS\hrms_project\leaves\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 7, 41
"c:\HRMS\hrms_project\leaves\migrations\0002_add_hourly_leave.py", "Python", 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 6, 24
"c:\HRMS\hrms_project\leaves\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\HRMS\hrms_project\leaves\models.py", "Python", 0, 0, 0, 0, 61, 0, 0, 0, 0, 2, 7, 70
"c:\HRMS\hrms_project\leaves\serializers.py", "Python", 0, 0, 0, 0, 44, 0, 0, 0, 0, 1, 8, 53
"c:\HRMS\hrms_project\leaves\tasks.py", "Python", 0, 0, 0, 0, 71, 0, 0, 0, 0, 23, 21, 115
"c:\HRMS\hrms_project\leaves\urls.py", "Python", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 2, 11
"c:\HRMS\hrms_project\leaves\views.py", "Python", 0, 0, 0, 0, 109, 0, 0, 0, 0, 10, 24, 143
"c:\HRMS\hrms_project\manage.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 4, 22
"c:\HRMS\hrms_project\orgchart\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\HRMS\hrms_project\orgchart\apps.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\HRMS\hrms_project\orgchart\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 7, 40
"c:\HRMS\hrms_project\orgchart\migrations\0002_position_occupants.py", "Python", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 6, 20
"c:\HRMS\hrms_project\orgchart\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\HRMS\hrms_project\orgchart\models.py", "Python", 0, 0, 0, 0, 29, 0, 0, 0, 0, 2, 4, 35
"c:\HRMS\hrms_project\orgchart\serializers.py", "Python", 0, 0, 0, 0, 24, 0, 0, 0, 0, 2, 6, 32
"c:\HRMS\hrms_project\orgchart\urls.py", "Python", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 2, 11
"c:\HRMS\hrms_project\orgchart\views.py", "Python", 0, 0, 0, 0, 90, 0, 0, 0, 0, 10, 13, 113
"c:\HRMS\hrms_project\payroll\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\HRMS\hrms_project\payroll\apps.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\HRMS\hrms_project\payroll\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 7, 41
"c:\HRMS\hrms_project\payroll\migrations\0002_employeetransaction_end_date_and_more.py", "Python", 0, 0, 0, 0, 37, 0, 0, 0, 0, 1, 6, 44
"c:\HRMS\hrms_project\payroll\migrations\0003_salaryrecord.py", "Python", 0, 0, 0, 0, 64, 0, 0, 0, 0, 1, 6, 71
"c:\HRMS\hrms_project\payroll\migrations\0004_benefitrecord.py", "Python", 0, 0, 0, 0, 34, 0, 0, 0, 0, 1, 6, 41
"c:\HRMS\hrms_project\payroll\migrations\0005_alter_benefitrecord_company_and_more.py", "Python", 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 6, 56
"c:\HRMS\hrms_project\payroll\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\HRMS\hrms_project\payroll\models.py", "Python", 0, 0, 0, 0, 310, 0, 0, 0, 0, 28, 34, 372
"c:\HRMS\hrms_project\payroll\serializers.py", "Python", 0, 0, 0, 0, 54, 0, 0, 0, 0, 2, 15, 71
"c:\HRMS\hrms_project\payroll\urls.py", "Python", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"c:\HRMS\hrms_project\payroll\views.py", "Python", 0, 0, 0, 0, 213, 0, 0, 0, 0, 6, 29, 248
"c:\HRMS\hrms_project\requirements.txt", "pip requirements", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\HRMS\hrms_project\settings_app\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\HRMS\hrms_project\settings_app\apps.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\HRMS\hrms_project\settings_app\backup_views.py", "Python", 0, 0, 0, 0, 66, 0, 0, 0, 0, 6, 21, 93
"c:\HRMS\hrms_project\settings_app\engines\backup_engine.py", "Python", 0, 0, 0, 0, 115, 0, 0, 0, 0, 12, 25, 152
"c:\HRMS\hrms_project\settings_app\engines\settings_engine.py", "Python", 0, 0, 0, 0, 103, 0, 0, 0, 0, 18, 13, 134
"c:\HRMS\hrms_project\settings_app\import_views.py", "Python", 0, 0, 0, 0, 136, 0, 0, 0, 0, 10, 28, 174
"c:\HRMS\hrms_project\settings_app\migrations\0001_initial.py", "Python", 0, 0, 0, 0, 56, 0, 0, 0, 0, 1, 7, 64
"c:\HRMS\hrms_project\settings_app\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\HRMS\hrms_project\settings_app\models.py", "Python", 0, 0, 0, 0, 130, 0, 0, 0, 0, 9, 10, 149
"c:\HRMS\hrms_project\settings_app\serializers.py", "Python", 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 7, 34
"c:\HRMS\hrms_project\settings_app\urls.py", "Python", 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 7, 39
"c:\HRMS\hrms_project\settings_app\user_views.py", "Python", 0, 0, 0, 0, 177, 0, 0, 0, 0, 13, 44, 234
"c:\HRMS\hrms_project\settings_app\views.py", "Python", 0, 0, 0, 0, 76, 0, 0, 0, 0, 7, 26, 109
"Total", "-", 348, 607, 19, 12517, 11857, 849, 573, 126, 17, 2605, 3476, 32994
